title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Binned Canadian Climate Data,Data is binned in two degree increments for every province. Data is aggregated from 2000 - 2019,2021-11-04,"Stan, Kayla; Sanchez-Azofeifa, Arturo; Watt, Graham A., 2021, ""Replication Data for: Financial stability in response to climate change in a northern temperate economy - Binned Canadian Climate Data"", https://doi.org/10.7910/DVN/TNXUUN, Harvard Dataverse, V1, UNF:6:hwaa63p+E1XT+ew3j8wHbQ== [fileUNF]","Climate Change, Climate Data, Canadian Climate, Canadian Trade",CC0 1.0,University of Alberta,Canada,83*N,53*W,42*N,141*W,NA,2000,2019
